latchkey_into	0
spork_into	1
been_everything_off	2
go	3
find	4
make_out_paper_towel_On	5
is_on	6
has_nothing_like	7
been	8
going	9
nest_'	10
can_see_right_there	11
make_into	12
take_paper_towel_from	13
should_try	14
can_make_out	15
been_here_everything_off	16
towel_into	17
is	18
arrive_in	19
can_see_box_right_there_by	20
have_moved_into	21
see	22
smashing_shelf	23
vacuum_into	24
looking_nearby	25
get	26
take_vacuum_from	27
keycard_into	28
make_out_keycard_On	29
take	30
scan	31
need	32
is_with	33
smashing_shelf_to	34
However_has	35
already_been_here_everything_though_off	36
can_see_there	37
already_been_here_and_taken_everything_off	38
contains	39
's_in	40
However_has_nothing_like	41
already_been_everything_off	42
take_butterfly_from	43
think_to	44
been_here_and_taken_everything_though_off	45
seems	46
see_here	47
make_out_soap_latchkey_On	48
looking	49
butterfly_into	50
been_everything_though_off	51
are_in	52
has	53
follow	54
am	55
bar_into	56
smashing	57
already_been_here_and_taken_everything_though_off	58
can_see_box_by	59
can_see	60
has_nothing_on	61
However_has_nothing_on	62
make_out	63
can_see_box_there_by	64
smell	65
been_here_and_taken_everything_off	66
already_been_everything_though_off	67
been_here_everything_though_off	68
box_into	69
examine	70
already_been_here_everything_off	71
