see_printer_on	0
nest_on	1
burger_on	2
put_mouse_on	3
can_see	4
disk_into	5
put_latchkey_on	6
peanut_on	7
take_type_H_passkey_from	8
latchkey_into	9
berry_on	10
put_kettle_on	11
mouse_into	12
been_everything_off	13
take_nest_from	14
safe_with	15
printer_on	16
see_kettle_on	17
already_been_everything_off	18
see_disk_on	19
passkey_into	20
put_grape_on	21
box_with	22
salad_on	23
put_type_H_passkey_on	24
take_peanut_from	25
see_nest_on	26
see_mouse_on	27
grape_into	28
put_golf_ball_on	29
take_salad_from	30
is_on	31
Look_around	32
just_go	33
peanut_into	34
put_burger_on	35
latchkey_on	36
been	37
arrive_in	38
put_disk_on	39
go	40
is_with	41
see	42
ball_into	43
put_nest_on	44
already_been_here_everything_off	45
gateway_with	46
take_banana_from	47
look	48
take_burger_from	49
better_just_go	50
been_everything_though_off	51
ball_on	52
put_banana_on	53
already_been_here_everything_though_off	54
take_golf_ball_from	55
been_here_everything_though_off	56
printer_into	57
take_mouse_from	58
take_disk_from	59
take_latchkey_from	60
nest_into	61
put_peanut_on	62
take_berry_from	63
put_printer_on	64
kettle_on	65
key_into	66
take_kettle_from	67
take_key_from	68
nest_of	69
already_been_here_and_taken_everything_off	70
been_here_and_taken_everything_off	71
see_golf_ball_on	72
better_go	73
put	74
disk_on	75
examine	76
huckleberry_on	77
been_here_and_taken_everything_though_off	78
been_here_everything_off	79
take_grape_from	80
put_salad_on	81
nest_'	82
take_printer_from	83
take	84
make_out	85
already_been_everything_though_off	86
contains	87
banana_on	88
already_been_here_and_taken_everything_though_off	89
key_on	90
mouse_on	91
salad_into	92
kettle_into	93
